31,요로나의 저주,200727,93,15세 관람가,70.137,2019-04-17,5.5,린다 카델리니,,,"1973년, 애나는 남편 없이 두 아이와 살고 있다. 사회복지사인 애나가 담당하던 한 여인의 아이들이 불의의 사고로 목숨을 잃자, 그녀는 이것이 ‘요로나’의 짓이라면서 애나에게도 똑같은 저주가 내릴 것이라 예언한다. 어느 날부터인가 울음소리를 들려오고 의문의 존재가 아이들을 위협하는데...",['https://movie-phinf.pstatic.net/20190403_179/1554273944526iPln5_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20190403_179/1554273944526iPln5_JPEG/movie_image.jpg'],30
32,원초적 본능 2,313310,113,청소년 관람불가,32.44,2006-03-29,4.7,샤론 스톤, 데이비드 모리시,,"존경 받는 런던의 정신과 의사, 마이클 글리스박사(데이비드모리시분). 그의 앞에 약혼자를 살인한 용의자로 의심 받는 매혹적인 여자 캐서린트라멜(샤론스톤분)이 나타난다. 그는 그녀의 뇌쇄적인 매력 뒤에 치명적인 위험이 도사리고 있음을 직감하지만, 이미 몸과 마음이 격정적으로 끌리게 된다. 그러나 그녀에게 빠져들수록, 주변 사람들이 하나씩 살해되기 시작하고. 궁지에 몰린 그는 캐서린 트라멜과 원초적 본능을 둘러싼 치명적인 두뇌 싸움을 시작한다.",['https://movie-phinf.pstatic.net/20150706_222/1436145175802bxXxF_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20150706_222/1436145175802bxXxF_JPEG/movie_image.jpg'],31
33,숀더쉽,91856,85,전체 관람가,43.529,2015-02-05,6.9,저스틴 플레쳐, 존 스파크스, 오미드 다릴리,"평화롭게 목장 생활을 즐기던 ‘숀’과 친구들에게 대.박.사.건이 터졌다? 집 나간 아빠를 찾기 위해 빅시티행 버스에 탑승해버린 녀석들!  달랑 아빠 사진 한 장 들고 위험천만한 빅시티에 도착! 마치 사.람.인.양 도시를 활보하는 무모한 양떼들의 특급 미션이 시작되는데...  계획 NO! 대책 NO! 가이드 NO! 시작은 창피(?)하였으나 그 끝은 창대(!)한 양떼들의 예측불가 시티어택이 펼쳐진다!  올 여름, 통제불능 양떼들이 몰려온다!",['https://movie-phinf.pstatic.net/20150720_33/1437370190567uh5YT_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20150720_33/1437370190567uh5YT_JPEG/movie_image.jpg'],32
34,테일 오브 테일즈,30291,133,청소년 관람불가,35.563,2015-05-14,6.2,셀마 헤이엑, 뱅상 카셀, 스테이시 마틴,욕망에 휩싸인 세 여인이 있다. 영화의 시작을 여는 건 아기를 갖기 위해 영혼이라도 팔겠다는 왕비(샐마 헤이엑) 이야기다. 왕비는 풍문에 따라 처녀가 요리한 바다괴물의 심장을 먹고 아들을 얻는다. 아이는 같은 날 태어난 처녀의 아이에게 집착에 관심을 보이며 성장한다. 두 번째는 왕의 사랑을 얻기 위해 젊음을 탐하는 노파와 그 동생의 이야기다. 도라는 우연한 계기로 젊음을 얻는다. 이를 시기한 동생 이마는 도라의 말만 믿고 피부를 깎아내 젊음을 되찾으려 ,['https://movie-phinf.pstatic.net/20161018_167/14767768998154eRau_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20161018_167/14767768998154eRau_JPEG/movie_image.jpg'],33
35,위아 유어 프렌즈,37853,96,청소년 관람불가,33.877,2015-08-26,6.3,잭 에프론, 에밀리 라타이코프스키,,"오늘 밤, 심장의 BPM이 날뛴다!  최고의 DJ를 꿈꾸며 자신만의 방식대로 클럽 공연을 하고 있는 '콜'은 어느 날, 잘나가는 DJ '제임스'와 그의 여자친구 '소피'를 만나게 된다.  ‘콜’의 재능을 눈여겨본 '제임스'의 아낌없는 지원 덕분에 그의 인생은 180도 화끈한 반전을 맞이하게 되지만, 함께하는 시간이 길어질수록 ‘소피’에게 향하는 자신의 마음을 감출 수 없어 괴로워한다. 설상가상 절친들과도 점차 멀어지게 되면서 ‘콜’은 선택의 기로에 놓이",['https://movie-phinf.pstatic.net/20151021_214/1445391617206aaz53_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20151021_214/1445391617206aaz53_JPEG/movie_image.jpg'],34
36,무한대를 본 남자,33315,108,12세 관람가,32.869,2016-04-08,7.2,데브 파텔, 제레미 아이언스,,머릿속에 그려지는 수많은 공식들을 세상 밖으로 펼치고 싶었던 인도 빈민가의 수학 천재 ‘라마누잔’.  그의 천재성을 알아본 영국 왕립학회의 괴짜 수학자 ‘하디 교수’는  엄격한 학교의 반대를 무릅쓰고 케임브리지 대학으로 ‘라마누잔’을 불러들인다.  성격도 가치관도 신앙심도 다르지만 수학에 대한 뜨거운 열정으로 함께한 두 사람은  모두가 불가능이라 여긴 위대한 공식을 세상에 증명하기 위해 무한대로의 여정을 떠나는데…  역사상 가장 지적인 브로맨스가 시작된,['https://movie-phinf.pstatic.net/20161013_118/1476326424121HMKwP_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20161013_118/1476326424121HMKwP_JPEG/movie_image.jpg'],35
37,어드리프트:우리가 함께한 바다,59009,97,12세 관람가,41.006,2018-05-31,6.7,쉐일린 우들리, 샘 클라플린,,"환상적인 섬 타히티에서 운명처럼 사랑에 빠진 바다를 닮은 자유로운 여자 ‘태미’와 바다를 사랑하는 섬세한 남자 ‘리처드’는 함께 요트를 타고 6,500km의 긴 항해를 시작한다. 바다 위에서 인생 최고의 행복한 시간을 만끽하던 연인은 남태평양 한가운데에서 예상치 못한 사상 최악의 허리케인을 만나게 되는데…",['https://movie-phinf.pstatic.net/20180903_82/1535950798822Wn1rG_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20180903_82/1535950798822Wn1rG_JPEG/movie_image.jpg'],36
38,스파이더맨: 뉴 유니버스,723450,117,12세 관람가,76.067,2018-12-07,8.4,샤메익 무어, 헤일리 스테인펠드, 니콜라스 케이지,"평범한 10대 마일스 모랄레스는 우연히 방사능 거미에 물려 스파이더맨 능력을 가지게 된다. 혼란스러워하던 마일스는 악당과 싸우고 있는 피터 파커를 마주치게 되고 피터 파커는 마일스가 자신과 같은 능력을 가지고 있음을 직감한다. 여러 개의 평행세계가 존재한다는 것을 알게 된 마일스와 피터 파커는 이후 스파이더우먼 스파이더 그웬, 스파이더맨 누아르, 스파이더햄 등 평행세계 속 공존하는 모든 스파이더맨들을 만나게 되는데... 하나의 유니버스에서 만나 팀을 결",['https://movie-phinf.pstatic.net/20181207_3/1544172927548CbuaX_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20181207_3/1544172927548CbuaX_JPEG/movie_image.jpg'],37
39,엑스맨: 아포칼립스,2938771,143,12세 관람가,31.17,2016-05-18,6.5,제임스 맥어보이, 마이클 패스벤더, 제니퍼 로렌스,"고대 이집트에서 신으로 숭배받았던 최초의 돌연변이 아포칼립스(오스카 아이삭)가 오랜 잠에서 깨어난다. 초능력을 흡수해가며 수천년을 살아온 아포칼립스는 스톰(알렉산드라 십), 사일록(올리비아 문), 아크엔젤(벤 하디) 그리고 매그니토에게 자신의 힘을 나누어준 뒤, 그들과 함께 현재의 세상을 뒤엎고 새로운 세상을 건설하려 한다. 찰스 자비에(제임스 맥어보이)와 미스틱은 아포칼립스의 지구 종말 계획을 알아채고, 진 그레이(소피 터너), 사이클롭스(타이 셰리던",['https://movie-phinf.pstatic.net/20160511_36/1462931993740VWM8O_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20160511_36/1462931993740VWM8O_JPEG/movie_image.jpg'],38
40,엑스맨: 데이즈 오브 퓨처 패스트,4313446,134,12세 관람가,36.931,2014-05-15,7.5,휴 잭맨, 제임스 맥어보이, 마이클 패스벤더,"돌연변이들을 멸종시키기 위해 제작된 로봇 센티넬이 인간들까지 모조리 말살하는 2023년. 인류의 종말이 코앞에 닥친 상황에서 프로페서X(패트릭 스튜어트)와 매그니토(이안 매켈런)는 과거를 통해 미래의 운명을 바꾸고자 한다. 울버린(휴 잭맨)은 트라스크(피터 딘클리지)가 센티넬을 개발하는 것을 막기 위해 1973년으로 보내진다. 1973년의 찰스(제임스 맥어보이)는 절망에 빠진 채 행크 맥코이(니콜라스 홀트)와 함께 은둔 생활을 하고 있고, 에릭(마이클 ",['https://movie-phinf.pstatic.net/20140512_91/1399869364386U71qR_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20140512_91/1399869364386U71qR_JPEG/movie_image.jpg'],38
41,보헤미안 랩소디,9948386,134,12세 관람가,50.255,2018-10-24,8.1,라미 말렉, 루시 보인턴, 귈림 리,공항 수하물 노동자로 일하며 음악의 꿈을 키우던 이민자 출신의 아웃사이더 파록 버사라. 보컬을 구하던 로컬 밴드에 들어가게 되면서 프레디 머큐리라는 이름으로 밴드 퀸을 이끌게 된다. 시대를 앞서가는 독창적인 음악과 화려한 퍼포먼스로 관중들을 사로잡으며 성장하던 퀸은 방송에서 외면을 받을 것이라는 음반사의 반대에도 불구하고 무려 6분 동안 이어지는 실험적인 곡 보헤미안 랩소디로 대성공을 거두며 월드스타 반열에 오른다. 그러나 독보적인 존재감을 뿜어내던 프,['https://movie-phinf.pstatic.net/20181213_264/1544692854634ss65r_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20181213_264/1544692854634ss65r_JPEG/movie_image.jpg'],38
42,카3: 새로운 도전,487916,109,전체 관람가,94.664,2006-06-08,6.7,오웬 윌슨, 크리스텔라 알론조, 아미 해머,"화려한 성공과 갈채를 꿈꾸는 주인공 라이트닝 맥퀸(오웬 윌슨)은 경주에서 성공하는 것만이 인생의 모든 것이라 생각하는 타오르는 청춘. 하지만 피스톤 컵 챔피온쉽에 참가하기 위해 달리던 중 경쟁과 함성과는 동떨어진 래디에이터 스프링스란 한적한 시골로 들어서게 된다. 이제는 지도에 조차 표시되지 않는 한적한 66번 국도. 조용하지만 다양한 캐릭터들이 큰 열정을 간직하고 있는 이곳에서 맥퀸은 미스터리한 과거를 지닌 닥 허드슨(폴 뉴먼)과 샐리(보니 헌트), ",['https://movie-phinf.pstatic.net/20170619_261/1497861481864m54Xo_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20170619_261/1497861481864m54Xo_JPEG/movie_image.jpg'],39
43,레전드,180091,132,청소년 관람불가,35.315,1985-07-19,6.2,톰 하디, 태런 에저튼, 에밀리 브라우닝,"빛의 시대가 오자 지하세계로 숨어든 어둠의 대왕은 세상을 다시 손아귀에 넣기 위해 순수와 빛의 세계를 지키는 유니콘 한쌍을 죽이려고 한다. 그 유니콘의 존재를 알고 있는 잭은 지상에서 가장 순수한 영혼을 지닌 숲속의 소년. 잭은 사랑하는 릴리 공주가 유니콘을 보고 싶다고 하자 위험을 깨닫지 못하고 유니콘을 보여준다. 릴리가 유니콘에 접근하는 순간, 그녀를 뒤쫓던 악귀들이 독화살로 수컷 유니콘을 쓰러뜨리고 외뿔을 잘라 손에 넣는다. 그러자 온기를 잃은 세",['https://movie-phinf.pstatic.net/20151116_40/1447637623569iyoEt_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20151116_40/1447637623569iyoEt_JPEG/movie_image.jpg'],40
44,인크레더블 2,3033105,125,전체 관람가,39.73,2018-06-14,7.6,크레이그 T. 넬슨, 사무엘 L. 잭슨, 홀리 헌터,"세상은 바뀌었고, 우리는 여기에 적응해야 한다고 가족을 설득했던 일라스티걸(홀리 헌터)은 글로벌 통신회사의 재벌 윈스턴 데버(밥 오덴커크)와 에블린 데버(캐서린 키너) 남매의 제안을 받으면서 히어로 홍보 프로젝트의 모델이 된다. 일라스티걸이 위기에 빠진 사람들을 구해내며 히어로 이미지 개선에 힘쓰는 사이, 인크레더블(크레이그 T. 넬슨)은 어린 잭잭을 보살피며 육아가 일보다 힘들다는 것을 몸으로 학습한다. 또한 그는 첫째 딸 바이올렛(사라 보웰)의 첫사",['https://movie-phinf.pstatic.net/20180711_9/1531285562987n5VUG_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20180711_9/1531285562987n5VUG_JPEG/movie_image.jpg'],41
45,샌 안드레아스,1716455,114,12세 관람가,53.175,2015-05-27,6.1,드웨인 존슨, 알렉산드라 다드다리오, 칼라 구기노,"샌 안드레아스 단층이 마침내 끊어져 규모 9의 강진이 발생하자 구조헬기 조종사 드웨인 존슨은 사이가 멀어진 아내와 함께 외동딸을 구하기 위해 최악의 상황 속으로 뛰어든다. 세상이 무너지는 마지막 순간, 당신은 어디에서 누구와 함께 할 것인가!",['https://movie-phinf.pstatic.net/20150527_122/1432714285522y3gaV_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20150527_122/1432714285522y3gaV_JPEG/movie_image.jpg'],42
46,스타 이즈 본,491857,135,15세 관람가,40.534,2018-10-03,7.5,브래들리 쿠퍼, 레이디 가가,,"노래에 놀라운 재능을 가졌지만 외모에는 자신이 없는 무명가수 앨리(레이디 가가)는 공연을 하던 바에서 우연히 술을 마시러 온 톱스타 잭슨 메인(브래들리 쿠퍼)을 만나게 된다. 앨리의 매력에 빠지게 된 잭슨은 앨리에게 자신의 삶에 대해 말해주고, 앨리는 그런 잭슨에게 즉석에서 노래를 만들어준다. 다음 날 잭슨은 자신의 공연에 앨리를 불러 관중 앞에서 노래를 부를 기회를 주고, 순식간에 앨리는 유명해진다. 잭슨의 도움으로 앨리는 자기 안의 열정을 폭발시키며",['https://movie-phinf.pstatic.net/20180912_118/1536714294340kLm2Y_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20180912_118/1536714294340kLm2Y_JPEG/movie_image.jpg'],43
47,시크릿 인 데어 아이즈,21692,111,15세 관람가,32.798,2015-10-14,6.3,치웨텔 에지오포, 니콜 키드먼, 줄리아 로버츠,LA 지방검사실에 파견된 FBI 수사관 레이는 파트너 제스의 10대 딸이 잔인하게 살해되자 연방 검사와 팀을 이뤄 살인범을 잡으려고 합니다. 하지만 살인범이 진행중인 테러 수사와 관련하여 보호를 받는다는 사실을 알며 수사는 암초에 부딪치는데...,['https://movie-phinf.pstatic.net/20160414_273/1460622705720TgDy8_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20160414_273/1460622705720TgDy8_JPEG/movie_image.jpg'],44
48,서프러제트,28411,106,12세 관람가,31.48,2015-10-16,7.3,캐리 멀리건, 메릴 스트립, 로몰라 가레이,"1912년 영국에서는 여성들에게 투표권을 보장하라고 외치는 여성 참정권 운동가들의 목소리가 거세지고 있었다. 그들의 구심점인 여성사회정치동맹(WSPU)은 런던에 위치해 있었다. 세탁공장 노동자인 모드 와츠(캐리 멀리건)는 한 남자의 아내, 한 아이의 엄마로서의 자신의 삶을 의심해본 적 없는 하루하루를 살아간다. 여성 투표권을 주장하며 거리에서 투쟁하는 서프러제트 무리를 목격한 그날도 그들이 바꿀 수 있는 것은 아무 것도 없을 거라 생각했던 그녀. 하지만",['https://movie-phinf.pstatic.net/20160512_209/1463030589645TeG0X_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20160512_209/1463030589645TeG0X_JPEG/movie_image.jpg'],45
49,007 스펙터,1820839,148,15세 관람가,31.393,2015-10-26,6.4,다니엘 크레이그, 레아 세이두, 크리스토프 왈츠,스카이폴 사건 이후 MI6는 영국 정부에 의해 해체 위기에 놓인다.  자신의 과거와 관련된 암호를 추적하던 제임스 본드는  최악의 조직 ‘스펙터’와 자신이 관련되어 있다는 사실을 알게 되고 혼란스러워 하는데…,['https://movie-phinf.pstatic.net/20151027_224/1445919415717ixSfa_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20151027_224/1445919415717ixSfa_JPEG/movie_image.jpg'],46
50,작은 영웅 데스페로,436167,93,전체 관람가,34.818,2008-12-19,5.8,엠마 왓슨, 매튜 브로데릭, 시고니 위버,"남들에겐 바늘, 내겐 검! 남들에겐 고양이, 내겐 귀여운 '복실이'!  세상을 깜짝 놀라게 할 겁없는 녀석이 온다!  두려움이 미덕인 생쥐 세계에서 쥐덫을 놀이기구로 삼고, 미술 시간에 고양이 그림을 그리는 등 용감무쌍 행동으로 마을을 놀래키는, 엉뚱하지만 사랑스러운 데스페로.  항상 새로운 세상에 대한 호기심으로 가득 차 있던 데스페로는 어느 날 인간 세상으로 여행을 떠나게 되고, 빛과 활기를 잃은 도르 왕국에서 우연히 아름다운 피(Pea)공주를 만나",['https://movie-phinf.pstatic.net/20111222_47/1324535819271gFQ0M_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20111222_47/1324535819271gFQ0M_JPEG/movie_image.jpg'],47
51,엔들리스 러브,22091,104,15세 관람가,32.826,2014-02-12,6.8,알렉스 페티퍼, 가브리엘라 와일드, 라이스 웨이크필드,"졸업식 날 운명적으로 마주한 제이드(가브리엘라 와일드)와 데이빗(알렉스 페티퍼)은 서로를 향한 강한 끌림을 느낀다. 제이드는 데이빗을 통해 그 동안 느껴보지 못한 자유로움과 가슴 뛰는 사랑에 거침없이 빠져들고, 데이빗은 순수한 제이드에게 매료되어 그녀에게 진정한 사랑이 무엇인지 알게 해 준다.  한편, 제이드의 아버지는 모든 것을 내던지고 빠져드는 이들의 사랑을 경계하고,  데이빗과 함께하는 바로 이 순간의 사랑을 놓고 싶지 않은 제이드는 중대한 결심을",['https://movie-phinf.pstatic.net/20140219_198/1392796237843UBo8s_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20140219_198/1392796237843UBo8s_JPEG/movie_image.jpg'],48
52,더 프레데터,170878,108,청소년 관람불가,33.959,2018-09-05,5.2,보이드 홀브룩, 올리비아 문, 트래반트 로즈,다른 종의 DNA를 이용해 더욱 영리하고 치명적으로 진화한 외계 빌런 ‘프레데터’. 더욱 무자비해진 그의 등장으로 지구는 위협에 휩싸이게 된다. 특수 부대원 출신 ‘퀸’(보이드 홀브룩)은 비밀 정부 미션에 참여 중인 진화생물학자 ‘케이시’(올리비아 문)를 만나게 되고 범죄 전력이 있는 전직 군인들과 함께 ‘프레데터’에 맞서 생존을 위한 사투를 벌이게 되는데…,['https://movie-phinf.pstatic.net/20180831_150/1535703792387FDnCB_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20180831_150/1535703792387FDnCB_JPEG/movie_image.jpg'],49
53,아이언맨 3,9001679,129,12세 관람가,36.228,2013-04-18,6.9,로버트 다우니 주니어, 기네스 팰트로, 벤 킹슬리,"어벤저스의 일원으로 활약한 뉴욕 사건 이후, 트라우마로 인해 영웅으로서의 삶에 회의를 느끼는 토니 스타크(로버트 다우니 주니어). 그가 혼란을 겪는 사이 최악의 테러리스트 만다린(벤 킹슬리)을 내세운 익스트리미스 집단 AIM이 스타크 저택에 공격을 퍼붓는다. 이 공격으로 그에게 남은 건 망가진 수트 한 벌 뿐. 모든 것을 잃어버린 그는 다시 테러의 위험으로부터 세계와 사랑하는 여인(기네스 팰트로)을 지켜내야 하는 동시에 머릿속을 떠나지 않던 한가지 물음",['https://movie-phinf.pstatic.net/20130311_165/13629835475487aDfz_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20130311_165/13629835475487aDfz_JPEG/movie_image.jpg'],49
54,닥터 스트레인지,5447269,115,12세 관람가,49.671,2016-10-25,7.3,베네딕트 컴버배치, 레이첼 맥아담스, 틸다 스윈튼,"오만함과 실력 모두 최고인 신경외과 의사 닥터 스티븐 스트레인지(베네딕트 컴버배치)는 운전 중에 핸드폰을 한 대가로 두 손의 신경이 끊어지는 심각한 부상을 입고 큰 상심에 빠진다. 게다가 모난 말들로 사랑하는 여인 크리스틴 팔머(레이첼 맥아담스)마저 그의 곁을 떠나게 만든다. 그는 치료를 위해 히말라야의 영적 지도자, 에인션트 원(틸다 스윈튼)을 만나 마지막 희망을 걸고 수련을 시작한다. 스트레인지는 빠르게 마법을 터득해 나가는 동시에 세계의 작동원리와",['https://movie-phinf.pstatic.net/20161014_50/147640824152266AVn_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20161014_50/147640824152266AVn_JPEG/movie_image.jpg'],50
55,리핑 - 10개의 재앙,656652,99,15세 관람가,32.107,2007-04-05,5.5,힐러리 스웽크,,,"가족이 비참하게 살해당한 사건을 겪은 후 종교에 대한 깊은 회의에 빠진 캐서린 윈터(힐러리 스웽크). 선교사로서의 활동을 접고 종교적인 현상을 과학적으로 증명해 명성을 얻은 그녀는 어느 날, 작은 마을에 나타난 10가지 재앙에 대한 조사를 의뢰 받는다. 마을사람들로부터 재앙의 원인으로 몰아쳐진 어린 소녀 로렌(안나소피아 롭)을 만난 후부터 캐서린은 점점 믿을 수 없는 사실들과 직면하게 된다. 그녀가 맹신하던 과학으로도 설명이 불가능하다는 걸 깨닫게 되면",['https://movie-phinf.pstatic.net/20111222_4/1324525907381jVqYD_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20111222_4/1324525907381jVqYD_JPEG/movie_image.jpg'],51
56,바이스,135895,132,15세 관람가,34.289,2018-12-25,7.1,크리스찬 베일,,,"대기업의 CEO에서 펜타곤 수장을 거쳐 미국 부통령까지 오른 딕 체니(크리스찬 베일). 재임 시절, 보이지 않는 이면에서 그가 내린 결정들은 세계의 흐름을 바꿔 버리고 뒤바뀐 역사는 다시는 회복될 수 없는 시간에 묻혀버렸다. 이제 그가 바꾼 글로벌한 역사의 변곡점들을 추적한다.",['https://movie-phinf.pstatic.net/20190322_181/1553216483584eF8l2_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20190322_181/1553216483584eF8l2_JPEG/movie_image.jpg'],52
57,구스범스: 몬스터의 역습,25857,90,12세 관람가,34.228,2015-08-05,6.2,웬디 맥렌던 커비, 매디슨 아이스먼, 제레미 레이 테일러,"책 속에 갇혀 있던 몬스터들이 깨어난다!  뉴욕에서 작은 마을로 이사 오게 된 잭(딜러 미네트)은 첫 날부터 옆집 소녀 헤나(오데야 러쉬)에게 호감을 느낀다. 하지만 전세계 베스트셀러 ‘구스범스’의 작가인 헤나의 아버지 스타인(잭 블랙)은 무언가를 숨기려는 듯 자신들의 집에 얼씬거리지 말라며 경고한다. 어느 날, 헤나의 비명 소리를 듣게 된 잭은 절친 챔프(라이언 리)를 불러 몰래 잠입하고, 그곳에서 자물쇠로 잠겨 있는 베스트셀러 소설 ‘구스범스’ 책들",[],[],53
58,투 마더스,71351,111,청소년 관람불가,32.136,2013-04-03,6.1,나오미 왓츠, 로빈 라이트, 자비에르 사무엘,"어린 시절부터 자매처럼 늘 함께였던 릴(나오미 왓츠)과 로즈(로빈 라이트).  갑작스런 교통사고로 남편을 떠나 보낸 릴과 이안(자비에르 사무엘) 모자를 가족처럼 보살피는 로즈와 그녀의 아들 톰(제임스 프레체빌).  네 사람은 서로에게 없어서는 안 될 존재가 된다.  어느 날, 이안은 로즈에게 숨겨왔던 진심을 고백하고,  그녀는 매력적인 남자로 성장한 이안의 유혹을 뿌리 치지 못하고 키스를 받아들인다.  한편, 톰은 자신의 친구와 엄마의 관계를 목격한 뒤",['https://movie-phinf.pstatic.net/20130718_5/1374116517723KjwyC_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20130718_5/1374116517723KjwyC_JPEG/movie_image.jpg'],54
59,캡틴 아메리카: 시빌 워,8678117,147,12세 관람가,52.135,2016-04-27,7.3,크리스 에반스, 로버트 다우니 주니어, 스칼렛 요한슨,"어벤져스가 벌인 전투로 많은 사람들이 불의의 사고를 당하는 등 부수적인 피해가 일어나자 정부는 슈퍼히어로 등록제를 추진하려 한다. 어벤져스의 독자적인 판단에 맡기기보다 직접 관리, 감독하겠다는 게 정부의 속내. 아이언맨(로버트 다우니 주니어)은 정부의 방침을 따라야 한다는 입장인 반면, 캡틴 아메리카(크리스 에반스)는 정부의 감시 없이 자유롭게 지구를 지켜야 한다고 주장한다. 어벤져스 내부는 캡틴 아메리카(윈터 솔져, 팔콘, 호크아이, 스칼렛 위치, 앤",['https://movie-phinf.pstatic.net/20160427_273/1461725031863moaJw_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20160427_273/1461725031863moaJw_JPEG/movie_image.jpg'],55
60,어벤져스: 인피니티 워,11212710,149,12세 관람가,154.554,2018-04-25,8.3,로버트 다우니 주니어, 조슈 브롤린, 크리스 헴스워스,"타노스(조시 브롤린)는 6개의 인피니티 스톤을 획득해 신으로 군림하려 한다. 그것은 곧 인류의 절반을 학살해 우주의 균형을 맞추겠다는 뜻. 타노스는 닥터 스트레인지(베네딕트 컴버배치)가 소유한 타임 스톤, 비전(폴 베타니)의 이마에 박혀 있는 마인드 스톤을 차지하기 위해 지구를 침략한다. 아이언맨(로버트 다우니 주니어)과 스파이더맨(톰 홀랜드)은 가디언즈 오브 갤럭시의 멤버들과 타노스를 상대한다. 지구에선 캡틴 아메리카(크리스 에반스), 완다(엘리자베스",['https://movie-phinf.pstatic.net/20180322_242/15216962441485x5Om_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20180322_242/15216962441485x5Om_JPEG/movie_image.jpg'],55
61,어벤져스: 엔드게임,12508895,181,12세 관람가,322.179,2019-04-24,8.6,로버트 다우니 주니어, 크리스 에반스, 크리스 헴스워스,"인피니티 워 이후 절반만 살아남은 지구, 마지막 희망이 된 어벤져스! 먼저 떠난 그들을 위해 모든 것을 걸었다!",['https://movie-phinf.pstatic.net/20190417_250/1555465284425i6WQE_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20190417_250/1555465284425i6WQE_JPEG/movie_image.jpg'],55
62,더 이퀄라이저,82779,131,청소년 관람불가,30.705,2014-09-24,7.2,덴젤 워싱턴, 클로이 모레츠, 마튼 초카스,"“법이 지켜주지 않는다면, 내가 한다!”  새벽 2시만 되면 어김없이 잠에서 깨는 로버트 맥콜(덴젤 워싱턴). 불면증으로 잠 못 드는 이 시간이면 그는 늘 책 한 권을 들고 카페로 향한다. 가족도 친구도 없는 그는 아내가 남기고 간 ‘죽기 전에 읽어야 할 소설 100권’을 모두 읽는 것이 유일한 삶의 목표다. 그런 그에게 어느 날, 어린 콜걸 테리(클로이 모레츠)가 말을 건넨다.  “무슨 책이에요?”  “…기사의 이야기지. 기사가 존재하지 않는 세상에 ",['https://movie-phinf.pstatic.net/20150121_178/1421807969604sG8cu_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20150121_178/1421807969604sG8cu_JPEG/movie_image.jpg'],56
63,캡틴 마블,5799592,123,12세 관람가,247.608,2019-03-06,7.1,브리 라슨, 사무엘 L. 잭슨, 벤 멘델슨,"1995년, 공군 파일럿 시절의 기억을 잃고 크리족 전사로 살아가던 캐럴 댄버스(브리 라슨)가 지구에 불시착한다. 쉴드 신참 요원 닉 퓨리(사무엘 L. 잭슨)에게 발견되어 팀을 이룬 그들은 지구로 향하는 더 큰 위협을 감지하고 힘을 합쳐 전쟁을 끝내야 하는데…",['https://movie-phinf.pstatic.net/20190225_72/1551069530582h2huX_JPEG/movie_image.jpg?type=m203_290_2'],['https://movie-phinf.pstatic.net/20190225_72/1551069530582h2huX_JPEG/movie_image.jpg'],57
