title,r_title,actorList,runtime,director,grade,genre,audience,popularity,release_date,vote,overview
스타 이즈 본,스타 이즈 본,"['브래들리 쿠퍼', '레이디 가가']",135,브래들리 쿠퍼,15세 관람가,"['드라마', '멜로/로맨스']","491,857",40.534,2018-10-03,7.5,"노래에 놀라운 재능을 가졌지만 외모에는 자신이 없는 무명가수 앨리(레이디 가가)는 공연을 하던 바에서 우연히 술을 마시러 온 톱스타 잭슨 메인(브래들리 쿠퍼)을 만나게 된다. 앨리의 매력에 빠지게 된 잭슨은 앨리에게 자신의 삶에 대해 말해주고, 앨리는 그런 잭슨에게 즉석에서 노래를 만들어준다. 다음 날 잭슨은 자신의 공연에 앨리를 불러 관중 앞에서 노래를 부를 기회를 주고, 순식간에 앨리는 유명해진다. 잭슨의 도움으로 앨리는 자기 안의 열정을 폭발시키며"
업사이드,업사이드,"['브라이언 크랜스톤', '케빈 하트', '니콜 키드먼']",126,닐 버거,12세 관람가,"['코미디', '드라마']",[],40.264,2019-01-10,7.3,"떳떳한 가장이 되기 위해 직장이 필요한 ‘델’(케빈 하트)은 24시간 케어가 필요한 뉴욕의 주식부자 ‘필립’(브라이언 크랜스톤)과 면접을 본다. ‘이본’(니콜 키드먼)은 전과자에 무신경한 ‘델’이 못마땅하지만 ‘필립’은 자신을 동정하지 않는 ‘델’을 채용한다. 입 떡 벌어지는 주급에 좋은 가장이 될 수 있다는 꿈에 부푼 ‘델’, 기쁨도 잠시.. 첫 날부터 X센 극한직업이 시작되는데... 2012년 개봉한 프랑스 영화 '언터처블: 1%의 우정'의 미국 리"
맨디,맨디,"['니콜라스 케이지', '안드레아 라이즈보로']",121,파노스 코스마토스,청소년 관람불가,"['액션', '스릴러', '공포']",[],40.032,2018-09-13,6.2,"세상과 동떨어진 깊은 숲속에서 평화로운 삶을 살아가고 있던  ‘레드’(니콜라스 케이지)와 그의 연인 ‘맨디’(안드레아 라이즈보로).  어느 날 우연히 ‘맨디’는 사이비 종교 집단의 교주 ‘제레미아’(라이너스 로체)의 눈에 띄게 되어 납치당하고, 그의 말을 거역했다는 이유로 ‘레드’의 눈앞에서 잔혹하게 살해당한다.  끔찍한 현장, 죽음의 위기에서 간신히 살아남은 ‘레드’는 ‘맨디’를 희생시킨 자들의 정체를 찾아 나선다. 살리고 싶었지만 살릴 수 없었고, "
이모티: 더 무비,이모티: 더 무비,"['T.J. 밀러', '제임스 코든', '안나 페리스']",91,토니 레온디스,전체 관람가,"['애니메이션', '코미디', '가족']","40,375",40.023,2017-07-23,5.4,"‘텍스토폴리스’의 제1원칙은 1인 1표정!  각자 맡은 표정을 완벽히 해내야 하지만 다양한 감정의 소유자 ‘진’은 출동한 첫날 당황한 나머지 실수를 저지른다.  ‘진’의 실수는 스마트폰 초기화라는 ‘텍스토폴리스’의 파멸을 불러오고 ‘텍스토폴리스’의 시장인 ‘스마일’은 도시를 위기에 빠뜨린 ‘진’을 파괴하기 위해 백신봇을 출동시키는데…  ‘진’은 친구 ‘하이파이브’, 해커 ‘핵키 브레이크’와 함께 ‘텍스토폴리스’와 자신의 운명을 구하기 위해 ‘소스 코드’"
벤자민 버튼의 시간은 거꾸로 간다,벤자민 버튼의 시간은 거꾸로 간다,"['브래드 피트', '케이트 블란쳇']",166,데이빗 핀처,12세 관람가,"['판타지', '멜로/로맨스', '드라마']","1,747,305",39.885,2008-12-25,7.5,"1차 세계 대전 말 뉴올리언즈. 80세의 외모를 가진 아기 벤자민 버튼이 태어난다. 사랑하는 아내가 벤자민을 낳다 세상을 떠난 것에 대한 분노와 아이의 평범하지 않은 외모에 경악한 벤자민의 아버지는 분노를 참지 못하고 그를 놀란 하우스 양로원 현관 앞에 버린다. 놀란 하우스에서 일하는 퀴니에게 발견된 벤자민. 퀴니를 엄마로, 그곳의 할아버지, 할머니들을 친구로 살아가는 벤자민은 해가 갈수록 젊어지는 자신을 발견한다. 12살이 되어 60대 외형을 가지게 "
인크레더블 2,인크레더블 2,"['크레이그 T. 넬슨', '사무엘 L. 잭슨', '홀리 헌터']",125,브래드 버드,전체 관람가,"['애니메이션', '액션', '모험']","3,033,105",39.73,2018-06-14,7.6,"세상은 바뀌었고, 우리는 여기에 적응해야 한다고 가족을 설득했던 일라스티걸(홀리 헌터)은 글로벌 통신회사의 재벌 윈스턴 데버(밥 오덴커크)와 에블린 데버(캐서린 키너) 남매의 제안을 받으면서 히어로 홍보 프로젝트의 모델이 된다. 일라스티걸이 위기에 빠진 사람들을 구해내며 히어로 이미지 개선에 힘쓰는 사이, 인크레더블(크레이그 T. 넬슨)은 어린 잭잭을 보살피며 육아가 일보다 힘들다는 것을 몸으로 학습한다. 또한 그는 첫째 딸 바이올렛(사라 보웰)의 첫사"
다이 하드,다이 하드,['브루스 윌리스'],131,존 맥티어난,15세 관람가,"['액션', '스릴러', '범죄']",[],39.292,1988-07-15,7.7,"뉴욕 경찰관 존 맥클레인(브루스 윌리스)은 떨어져 사는 아내 홀리 (보니 델리아)를 만나기 위해 LA의 나카도미 빌딩으로 찾아간다. 그러나 파티가 한창 무르익을 무렵, 한스 그루버(알란 릭맨)가 이끄는 일단의 테러리스트들이 침입, 사장을 비롯한 파티 참석자 30여 명을 인질로 삼고 건물 금고에 소장하고 있는 돈과 보물을 손에 넣으려 한다. 최첨단 하이테크에 의해 관리되던 34층짜리 나카토미 빌딩은 통채로 테러리스트들의 수중으로 넘어가 폐쇄되고 고층 빌딩"
저스티스 리그,저스티스 리그,"['벤 애플렉', '갤 가돗', '제이슨 모모아']",120,잭 스나이더,12세 관람가,"['액션', '모험', '판타지']","1,786,388",39.12,2017-11-15,6.2,"마더박스는 시간과 공간, 에너지, 중력을 통제하는 범우주적인 능력으로 행성의 파괴마저도 초래하는 물체로  이 강력한 힘을 통제하기 위해 고대부터 총 3개로 분리되어 보관되고 있던 것. 인류에 대한 믿음을 되찾고 슈퍼맨의 희생 정신에 마음이 움직인 브루스 웨인은  새로운 동료인 다이애나 프린스에게 도움을 청해 이 거대한 적에 맞서기로 한다. 배트맨과 원더 우먼은 새로이 등장한 위협에 맞서기 위해 아쿠아맨, 사이보그, 플래시를 찾아 신속히 팀을 꾸린다. 이"
12 솔져스,12 솔져스,"['크리스 헴스워스', '마이클 섀넌', '마이클 페나']",130,니콜라이 퓰시,15세 관람가,"['액션', '드라마', '전쟁']","223,740",39.026,2018-01-16,5.6,"2001년 9월 11일, 뉴욕 세계무역센터 테러가 발생하자 정부는 테러 조직이 은둔해 있는 거점을 파괴할 계획을 세운다. 제5특전단 595 알파작전 분견대원들은 죽어도 세상에 죽었다고 알리지 못할 임무를 맡게 된다. 실전 경험은 부족하나 오랜 훈련 기간 동안 부대원들의 두터운 신망을 얻고 있었던 미치 대위(크리스 헴스워스)는 장군 앞에서 거의 떼를 쓰듯 자신과 부대원들을 보내 달라고 사정한다. 아군과 적군을 사실상 구분할 수 없는 상황에서 미치를 비롯한"
나는 비밀을 알고 있다,나는 비밀을 알고 있다,"['제임스 스튜어트', '도리스 데이', '브렌다 드 밴지']",120,알프레드 히치콕,청소년 관람불가,"['모험', '스릴러', '드라마']",[],38.908,1956-06-01,7.5,미국인 의사 벤 맥케나와 조 부부는 아들 행크와 함께 프랑스령 모로코로 휴가를 즐기러 간다. 그들이 시장에서 쇼핑을 하고 있을 때 한 아랍인이 등에 칼을 맞은 채 그들 앞에 쓰러진다. 그는 벤에게 암브로스 채플이라는 말 한마디를 남긴채 죽고 어린 아들은 누군가에 의해 납치당한다. 아들을 구하러 나선 맥케나 부부는 추적끝에 국제 스파이 조직이 런던의 앨버트 홀에서 외교관을 암살할 계획임을 알아낸다. 교향악단의 연주가 시작되고 암살의 신호인 심벌즈가 울리기
보이 이레이즈드,보이 이레이즈드,"['루카스 헤지스', '니콜 키드먼', '조엘 에저튼']",114,조엘 에저튼,15세 관람가,['드라마'],[],38.779,2018-09-24,7.2,
47 미터,47 미터,"['맨디 무어', '클레어 홀트']",89,조하네스 로버츠,15세 관람가,"['공포', '스릴러']","590,045",38.647,2017-05-25,5.6,"멕시코의 태평양 연안에서 특별한 휴가를 맞은 ‘리사’와 ‘케이트’. 잊을 수 없는 추억을 만들기 위해 익스트림 스포츠인 상어 체험(샤크 케이지)에 도전한다. 하지만 즐거움도 잠시, 자매가 올라 탄 케이지는 알 수 없는 사고로 순식간에 심해 47미터까지 추락하고 만다. 무시무시한 식인 상어 무리에 둘러싸인 '샤크 케이지' 속에서 산소 탱크로 버틸 수 있는 시간은 단 20분!"
23 아이덴티티,23 아이덴티티,"['제임스 맥어보이', '안야 테일러 조이']",117,M. 나이트 샤말란,15세 관람가,"['공포', '스릴러']","1,676,011",38.456,2016-09-26,7.2,"23개의 인격을 가진 남자 케빈(제임스 맥어보이). 어릴 때 엄마에게 학대를 당한 그는 자신을 보호하기 위해 인격들의 리더인 배리, 미성숙한 9살 소년 헤드윅, 여성 패트리샤, 강박증이 있는 데니스 등 23개의 인격을 만들어냈다. 유일하게 자신을 이해하는 플레처 박사(베티 버클리)와 상담을 나누며 인격들을 컨트롤하던 그에게 어느 날 비스트라는 24번째 인격에 대한 믿음이 생겨난다. 비스트를 불러내고자 하는 인격들은 세명의 10대 소녀 케이시, 클레어, "
배드 맘스 크리스마스,[],[],[],[],[],[],[],38.269,2017-11-01,6.3,"모두가 행복해야 할 크리스마스. 그날이 다가올수록 세 엄마는 불길하기만 하네. 심지어 그들의 사고뭉치 엄마들까지 등장 완료! 행복으로 가는 길, 원래 가시밭길인 걸까?"
앤트로포이드,앤트로포이드,"['킬리언 머피', '제이미 도넌']",121,숀 엘리스,15세 관람가,"['스릴러', '전쟁']",529,38.039,2016-08-12,7,제 2차 세계 대전 기간 중 나치가 유럽의 전역을 함락하고 있을 무렵 체코의 통치자이자 홀로 코스트 계획을 추진하고 있던 라인하르트 하이드리히를 제거하기 위해 영국과 체코 슬로바키아 망명 정부가 극비리에 계획을 수립한다. 낙하산을 타고 체코 인근에 침투하는데 성공한 두 명의 최정예 특수요원 요셉 (킬리언 머피)과 얀 (제이미 도넌)은 마침내 체코 레지스탕스와 손을 잡고 작전에 돌입한다. 2차 세계 대전 중 히틀러의 명령을 받고 체코에 주둔 하고 있던 하
트랜스포터 : 리퓰드,트랜스포터: 리퓰드,"['에드 스크레인', '론 샤바놀']",86,카밀 들라마레,15세 관람가,"['액션', '범죄', '스릴러']","161,245",37.73,2015-09-03,5.4,"더욱 빠르고 강력해진 NEW 트랜스포터의 탄생!  의뢰인의 물건을 비밀스럽게 운반하는 트랜스포터, 프랭크 마틴. 이름을 알 수 없는 이로부터 의뢰를 받고 약속 장소에 나가게 되지만 그는 누군가의 음모에 이용당하게 된다. 아버지까지 납치 당하고, 프랭크는 어쩔 수 없이 러시아 인신매매 집단에 맞서 임무를 완수해야만 하는 상황에 놓이게 된다! 이에 프랭크는 트랜스포터의 모든 규칙을 깨고, 새로운 룰로 미션을 해결하려고 하는데…"
비행기,비행기,"['발 킬머', '테리 해처', '세드릭 더 엔터테이너']",92,클레이 홀,전체 관람가,"['애니메이션', '모험', '가족']","233,557",37.62,2013-08-09,5.8,"시골의 농약살포기 ‘더스티’는 세계 최고의 레이싱 챔피언을 꿈꾸는 비행기. 높은 곳을 무서워하는 고소공포증에도 불구하고 꿈을 위해 용기를 낸 ‘더스티’는 친구들의 도움을 받아 세계 레이싱 대회에 도전한다. 전 세계 최고의 레이서 비행기들이 출전하는 세계일주 비행대회에서 과연, 시골에서 온 고소공포증 비행기 ‘더스티’는 레이싱 챔피언의 꿈을 이룰 수 있을까?"
시간의 주름,시간의 주름,"['오프라 윈프리', '리즈 위더스푼', '스톰 레이드']",109,에바 두버네이,전체 관람가,"['모험', '가족', '판타지']",[],37.592,2018-03-08,5,시간을 주름처럼 접는 5차원의 이동 원리를 알아낸 후 알 수 없는 힘에 의하여 어둠에 갇힌 물리학자 아버지를 구하기 위해 기상천외한 모험을 떠나는 한 소녀의 이야기.
매트릭스,매트릭스,"['키아누 리브스', '로렌스 피시번', '캐리 앤 모스']",136,릴리 워쇼스키,12세 관람가,"['SF', '액션']",[],37.532,1999-03-30,8.1,"인간의 기억마저 AI에 의해 입력되고 삭제되는 세상, 진짜보다 더 진짜 같은 가상 현실 매트릭스. 그 속에서 진정한 현실을 인식할 수 없게 재배되는 인간들. 그 매트릭스를 빠져 나오면서 AI에게 가장 위험한 인물이 된 모피어스(로렌스 피쉬번)는 몇 안 되는 동료들과 함께 기계와의 전쟁 전후의의 폐허를 떠돌며 인류를 구할 마지막 영웅을 찾아 헤맨다. 마침내 모피어스는 낮에는 평범한 회사원 앤더슨(키아누 리브스)으로, 밤에는 해커로 활동하는 청년 네오를 그"
해리 포터와 비밀의 방,해리 포터와 비밀의 방,"['다니엘 래드클리프', '루퍼트 그린트', '엠마 왓슨']",162,크리스 콜럼버스,전체 관람가,"['판타지', '가족', '모험']",[],37.512,2002-11-13,7.7,"해리 포터에겐 이번 여름방학이 별로 즐겁질 못했다. 마법이라면 질색을 하는 페투니아 이모(피오나 쇼 분)와 버논 이모부(리차드 그리피스 분)의 구박도 그렇지만, 무엇보다 속상한 건 단짝이었던 론 위즐리(루퍼트 그린트 분)와 헤르미온느 그레인저(엠마 왓슨 분)가 그 사이 자신을 까맣게 잊었는지 자신의 편지에 답장 한 통 없다는 것.  그러던 어느날 꼬마 집요정 도비가 해리의 침실에 나타나 뜻밖의 얘기를 한다. 호그와트 마법학교로 돌아가면 무서운 일을 당할"
인크레더블 헐크,인크레더블 헐크,"['에드워드 노튼', '리브 타일러', '팀 로스']",113,루이스 리터리어,15세 관람가,"['액션', '판타지', 'SF']","991,417",37.309,2008-06-12,6.2,"실험 중 감마선에 노출된 이후 분노를 통제할 수 없는 상태가 되면 괴력을 지닌 녹색 괴물 헐크로 변하게 되는 브루스 배너(에드워드 노튼). 필사적으로 치료제 개발에 매달리지만, 그의 능력을 이용하려는 정부와 군대의 끈질긴 추격을 받고 쫓기게 된다. 한편 헐크의 거대한 힘의 비밀을 파헤치던 이들은 헐크보다 더 파괴적인 어보미네이션을 만드는데 성공, 도시 전체를 집어삼키려 한다. 이에 브루스 배너는 정상적인 인생을 되찾으려던 계획을 버리고, 어보미네이션과 "
캠프 엑스-레이,[],[],[],[],[],[],[],37.182,2014-10-17,6.8,"9.11 테러 이후, 테러 사건의 용의자들을 가둬둔 관타나모 수용소로 발령 받은 신병 ‘에이미 콜’(크리스틴 스튜어트). 발령 첫 날, 수용된 자들을 ‘포로’가 아닌, ‘억류자’라고 부르라는 상사의 명령을 받는다.  고향인 작은 마을을 떠나, 의미 있는 일을 하기 위해 입대한 그녀가 맡은 임무는 ‘억류자’들의 이름 대신 번호로 부르고, 용건 외 어떠한 대화도 나누지 않으며, 반항하면 며칠 동안 잠을 재우지 않는 벌을 주고, 단식을 하면 강제로 음식물을 "
